Operation Name,Total Floor Area,,Avg hrs/wk,Electricity,,Natural Gas,,"GHG Emissions
(Kg)"
Nashdene Yard,301,Square feet,70,26163.17227,kWh,0,Cubic meter,"67,149"
Nashdene Yard,301,Square feet,70,26163.17227,kWh,0,Cubic meter,"67,149"
North District Serv Yard,32044,Square feet,70,225315.0026,kWh,41334.7022,Cubic meter,"86,634"
North East District Salt Dome,9526,Square feet,70,280945.4692,kWh,0,Cubic meter,"10,114"
Northern Services Building,5769,Square feet,70,233638.4439,kWh,55398.59655,Cubic meter,"113,651"
Northline Parks and Garage,50041,Square feet,70,582603.7541,kWh,129396.0204,Cubic meter,"266,786"
Old Eglinton Yard,66155,Square feet,70,626754.4849,kWh,86598.8171,Cubic meter,"187,074"
Oriole Parks Yard,13046,Square feet,70,86201.8057,kWh,0,Cubic meter,"3,103"
Oriole Yd- Signs and Markings,16264,Square feet,70,5926.683493,kWh,47502.18897,Cubic meter,"90,453"
Oriole Yd- Works,26759,Square feet,70,223491.6831,kWh,48297.62138,Cubic meter,"99,796"
Pharmacy Yard,1851,Square feet,70,29358.97235,kWh,5977.491825,Cubic meter,"12,412"
Property Operation Workshop,12034,Square feet,70,56002.92483,kWh,43658.41146,Cubic meter,"84,954"
Ramsden Yard,20247,Square feet,70,134367.1196,kWh,85587.47443,Cubic meter,"167,427"
Rockcliffe Yard,14047,Square feet,70,73034.20811,kWh,36309.5875,Cubic meter,"71,606"
Sixth St Garage,6997,Square feet,70,7494.241839,kWh,9769.846395,Cubic meter,"18,829"
Toronto Island Service Yard,34724,Square feet,70,30422.70088,kWh,0,Cubic meter,"1,095"
Train Storage Building,30849,Square feet,70,200002.9975,kWh,50383.11775,Cubic meter,"102,912"
Wellington Yard & Office,2164,Square feet,70,80972.05995,kWh,0,Cubic meter,"2,915"
Wellington Yard & Storage,21269,Square feet,70,32829.75438,kWh,5812.087377,Cubic meter,"12,223"
Western Services Yard,4133,Square feet,70,32066.79724,kWh,11777.72284,Cubic meter,"23,528"
Winter Maintenance Depot,12152,Square feet,70,379535.7211,kWh,25461.21547,Cubic meter,"62,032"
Bloor Islington Storm Pumping Station,355,Square feet,168,26536.26664,kWh,0,Cubic meter,955
Eglinton-Bellamy Storm Pumping Station,441,Square feet,168,38302.20433,kWh,0,Cubic meter,"1,379"
Islington Storm Pumping Station,450,Square feet,168,33257.39502,kWh,0,Cubic meter,"1,197"
North Queen St Storm Pumping Station,676,Square feet,168,18224.99325,kWh,2378.816,Cubic meter,"5,175"
Pantry Park Storm Pumping Station,78,Square feet,168,24499.745,kWh,0,Cubic meter,882
Warden Ave Storm PS,462,Square feet,168,36158.46537,kWh,0,Cubic meter,"1,302"
0 Wickman Rd-Near Fordhs,1,Square feet,70,287775.5464,kWh,0,Cubic meter,"10,360"
1 Simcoe St,1,Square feet,100,528628.1341,kWh,0,Cubic meter,"19,031"
1030 Weston Rd,1,Square feet,168,719.570364,kWh,0,Cubic meter,26
2000 Lake Shore,1,Square feet,100,5485.748928,kWh,0,Cubic meter,197
23 Peele Ave,1,Square feet,100,627028.9828,kWh,0,Cubic meter,"22,573"
402 Sewells Rd,1,Square feet,100,225.476001,kWh,0,Cubic meter,8
715 Bloor St E-Pole 133 Viewndr/,1,Square feet,70,908.93051,kWh,0,Cubic meter,33
833 Royal York,10,Square feet,168,2275.389428,kWh,0,Cubic meter,82
Allen Road,520,Square feet,70,559282.6759,kWh,0,Cubic meter,"20,134"
BlueGold Variation,1,Square feet,100,7379.02425,kWh,0,Cubic meter,266
Don Valley Parkway,244,Square feet,70,2767372.942,kWh,0,Cubic meter,"99,625"
Gardiner Expressway,583,Square feet,70,1620148.068,kWh,0,Cubic meter,"58,325"
Metro 27 Lighting,100,Square feet,168,347250.1655,kWh,0,Cubic meter,"12,501"
Sidney Belsey Cres,1,Square feet,70,5021.086877,kWh,0,Cubic meter,181
St James Town,1,Square feet,70,1042.172295,kWh,0,Cubic meter,38
Streetlighting East York,8356,Square feet,70,4569842.157,kWh,0,Cubic meter,"164,514"
Streetlighting Etobicoke,24526,Square feet,70,18712641.89,kWh,0,Cubic meter,"673,655"
Streetlighting North York,33943,Square feet,70,31270451.65,kWh,0,Cubic meter,"1,125,736"
Streetlighting Scarborough,36069,Square feet,70,28980754.4,kWh,0,Cubic meter,"1,043,307"
Streetlighting Toronto,52795,Square feet,70,28819843.44,kWh,0,Cubic meter,"1,037,514"
Streetlighting York,6829,Square feet,70,4638925.323,kWh,0,Cubic meter,"167,001"
Toronto Island Street Lighting,225,Square feet,70,94624.96381,kWh,0,Cubic meter,"3,406"
55 John St LED Ltg,2500,Square feet,168,3809644.802,kWh,0,Cubic meter,"137,147"
55 John St Ltg Beacon,250,Square feet,168,477143.9884,kWh,0,Cubic meter,"17,177"
Advance Traffic Management,12,Square feet,168,1075183.578,kWh,0,Cubic meter,"38,707"
Other Traffic Control Signal Lig,1,Square feet,168,47113.36923,kWh,0,Cubic meter,"1,696"
Pedestrian Crossovers,1100,Square feet,168,2258408.031,kWh,0,Cubic meter,"81,303"
Signs & Flashing Beacons,100,Square feet,168,23849.97206,kWh,0,Cubic meter,859
Traffic Control Signals,1000,Square feet,168,12515.9671,kWh,0,Cubic meter,451
Bermondsey Transfer Station,48976,Square feet,70,1181629.824,kWh,8190.877273,Cubic meter,"58,099"
Commissioners St Transfer Stn,76424,Square feet,70,804652.9042,kWh,78649.78788,Cubic meter,"178,378"
Disco Road Transfer Station,57049,Square feet,70,8160337.58,kWh,14387.21355,Cubic meter,"321,103"
Dufferin Transfer Station,120663,Square feet,70,1818608.688,kWh,111170.4903,Cubic meter,"276,659"
Ingram Drive Transfer Station,112268,Square feet,70,1532550.931,kWh,56376.21405,Cubic meter,"162,269"
Scarborough Transfer Station,96595,Square feet,70,2342545.894,kWh,86510.97151,Cubic meter,"248,676"
Victoria Park Transfer Station,83959,Square feet,70,947172.192,kWh,104215.1353,Cubic meter,"232,075"
Bus Shelters,267,Square feet,168,511325.0556,kWh,0,Cubic meter,"18,408"
Union Station,765564,Square feet,168,14483369.42,kWh,284792.8833,Cubic meter,"3,930,597"
0 Bay St Near Ququay,0,Square feet,168,321871.3716,kWh,0,Cubic meter,"11,587"
128 York St Pole 50,1,Square feet,168,908.931919,kWh,0,Cubic meter,33
1328 Lansdowne Ave,0,Square feet,168,6682.903626,kWh,0,Cubic meter,241
15 Price St,71,Square feet,168,19859.34139,kWh,0,Cubic meter,715
1577 Danforth Ave Unit Ttcpkg,0,Square feet,100,214605.1345,kWh,0,Cubic meter,"7,726"
16 Riverview Gdns,1,Square feet,168,5036.004024,kWh,0,Cubic meter,181
1635 Danforth Ave,0,Square feet,100,759086.6748,kWh,0,Cubic meter,"27,327"
1873 Bloor Street W,0,Square feet,168,49438.85022,kWh,0,Cubic meter,"1,780"
1996 St Clair Ave W,0,Square feet,168,32983.81048,kWh,0,Cubic meter,"1,187"
203 Bathurst St Near Wol Lp,0,Square feet,168,8151.065964,kWh,0,Cubic meter,293
2497 Queen St E,1,Square feet,168,29931.06779,kWh,0,Cubic meter,"1,078"
27 Lascelles Blvd,0,Square feet,168,71242.01971,kWh,0,Cubic meter,"2,565"
298 Dundas St W Pole 76,2,Square feet,168,1394.480736,kWh,0,Cubic meter,50
3 Spadina Ave Pole 5,1,Square feet,168,908.931919,kWh,0,Cubic meter,33
30 Denton Ave,0,Square feet,168,1855.871325,kWh,0,Cubic meter,67
300 TRANSIT RD,0,Square feet,168,62023.23311,kWh,0,Cubic meter,"2,233"
348 Queens Quay W,1,Square feet,168,908.931919,kWh,0,Cubic meter,33
366 Old Weston Rd,0,Square feet,168,7473.459899,kWh,0,Cubic meter,269
40 Dufferin St,0,Square feet,168,52929.14815,kWh,0,Cubic meter,"1,905"
406 Victoria Park Ave Pole Opp 3,0,Square feet,168,22158.71835,kWh,0,Cubic meter,798
554 Queen St W Pole 186,1,Square feet,168,457.765414,kWh,0,Cubic meter,16
65 The Queensway,0,Square feet,168,138695.9504,kWh,0,Cubic meter,"4,993"
715 Spadina Ave,0,Square feet,168,168626.0033,kWh,0,Cubic meter,"6,071"
Allen Road Yard,0,Square feet,70,16185.79444,kWh,0,Cubic meter,583
Arrow Road Bus Garage,0,Square feet,70,3479926.145,kWh,448521.6239,Cubic meter,"977,329"
Asquith Substation,0,Square feet,168,11916409.27,kWh,0,Cubic meter,"428,991"
Bathurst Subway Stn,0,Square feet,168,851580.5644,kWh,0,Cubic meter,"30,657"
Bay Subway Stn,0,Square feet,168,784813.8359,kWh,0,Cubic meter,"28,253"
Bayview Substation,0,Square feet,168,7630340.317,kWh,542268.0196,Cubic meter,"1,304,833"
Beaches Substation,0,Square feet,168,1438656.101,kWh,0,Cubic meter,"51,792"
Bedford Substation,0,Square feet,168,14234523.97,kWh,0,Cubic meter,"512,443"
Berwick Substation,0,Square feet,168,7648965.761,kWh,0,Cubic meter,"275,363"
Birchmount Bus Garage,150996,Square feet,70,3340707.858,kWh,522308.279,Cubic meter,"1,112,489"
Birchmount Rd,0,Square feet,168,201035.3458,kWh,0,Cubic meter,"7,237"
Bloor Subway Stn,0,Square feet,168,1425089.719,kWh,0,Cubic meter,"51,303"
Broadview Substation,0,Square feet,168,7081158.148,kWh,0,Cubic meter,"254,922"
Broadview Subway Stn,0,Square feet,168,637505.6735,kWh,0,Cubic meter,"22,950"
Carlaw Substation,0,Square feet,168,2407898.899,kWh,0,Cubic meter,"86,684"
Casa Loma Substation,0,Square feet,168,7047809.212,kWh,0,Cubic meter,"253,721"
Castle Frank Subway Stn,0,Square feet,168,523200.5482,kWh,0,Cubic meter,"18,835"
Chester Subway Stn,0,Square feet,168,247384.8341,kWh,0,Cubic meter,"8,906"
Christie Subway Stn,0,Square feet,168,363609.5077,kWh,0,Cubic meter,"13,090"
College Subway Stn,0,Square feet,168,308618.2152,kWh,0,Cubic meter,"11,110"
Coxwell Substation,0,Square feet,168,1545730.766,kWh,0,Cubic meter,"55,646"
Coxwell Subway Stn,0,Square feet,168,488207.0169,kWh,0,Cubic meter,"17,575"
Danforth Substation,0,Square feet,168,4599981.212,kWh,0,Cubic meter,"165,599"
Davisville Garage & Shop,60,Square feet,70,5113304.186,kWh,142420.2432,Cubic meter,"454,633"
Davisville Substation,0,Square feet,168,3957852.612,kWh,0,Cubic meter,"142,483"
Davisville Subway Stn,0,Square feet,168,712262.02,kWh,0,Cubic meter,"25,641"
Delaware Substation,0,Square feet,168,9939379.09,kWh,0,Cubic meter,"357,818"
Don Mills Substation,0,Square feet,168,5387243.097,kWh,0,Cubic meter,"193,941"
Donlands Subway Stn,0,Square feet,168,414621.8338,kWh,0,Cubic meter,"14,926"
Dufferin Subway Stn,0,Square feet,168,587386.7454,kWh,0,Cubic meter,"21,146"
Duncan  Substation,0,Square feet,168,5671464.407,kWh,0,Cubic meter,"204,173"
Dundas Subway Stn,0,Square feet,168,565552.5329,kWh,0,Cubic meter,"20,360"
Dundas W Subway Stn,0,Square feet,168,878876.3909,kWh,0,Cubic meter,"31,640"
Dupont Subway Stn,0,Square feet,168,497122.4309,kWh,0,Cubic meter,"17,896"
Eglington Subway Stn,0,Square feet,168,1416866.741,kWh,0,Cubic meter,"51,007"
Eglinton Garage,120986,Square feet,70,2782810.299,kWh,224561.9271,Cubic meter,"526,779"
Eglinton West Subway Stn,0,Square feet,168,1019034.729,kWh,0,Cubic meter,"36,685"
Ellesmere Substation,0,Square feet,168,4814817.398,kWh,0,Cubic meter,"173,333"
Fairholme Substation,0,Square feet,168,10201458.87,kWh,0,Cubic meter,"367,253"
Finch Substation,0,Square feet,168,9005434.421,kWh,0,Cubic meter,"324,196"
Glenayr Substation,0,Square feet,168,4188906.694,kWh,0,Cubic meter,"150,801"
Glencairn Subway Stn,0,Square feet,168,501877.4346,kWh,0,Cubic meter,"18,068"
Granby Substation,0,Square feet,168,8313990.653,kWh,0,Cubic meter,"299,304"
Greenwood Substation,0,Square feet,168,9723495.462,kWh,0,Cubic meter,"350,046"
Greenwood Subway Stn,0,Square feet,168,381823.3788,kWh,0,Cubic meter,"13,746"
Harbourfront Substation,0,Square feet,168,1813301.789,kWh,0,Cubic meter,"65,279"
High Park Subway Stn,0,Square feet,168,499373.649,kWh,0,Cubic meter,"17,977"
Hillcrest Substation,0,Square feet,168,21474110.03,kWh,0,Cubic meter,"773,068"
"Hillcrest, Gunn, Bathurst Garage",0,Square feet,70,2418760.717,kWh,911137.8494,Cubic meter,"1,817,955"
Indian Grove Substation,0,Square feet,168,8059180.442,kWh,0,Cubic meter,"290,130"
Islington Substation,0,Square feet,168,7697799.8,kWh,0,Cubic meter,"277,121"
Islington Subway Stn,0,Square feet,100,78650.08,kWh,0,Cubic meter,"2,831"
Jane Substation,0,Square feet,168,4152567.755,kWh,0,Cubic meter,"149,492"
Jane Subway Stn,0,Square feet,168,618891.4222,kWh,0,Cubic meter,"22,280"
Keele Subway Stn,0,Square feet,168,753645.2891,kWh,0,Cubic meter,"27,131"
Kennedy Substation,0,Square feet,168,8783889.431,kWh,0,Cubic meter,"316,220"
King Subway Stn,0,Square feet,168,573365.5476,kWh,0,Cubic meter,"20,641"
Kipling Substation,0,Square feet,168,4870093.704,kWh,0,Cubic meter,"175,323"
Lakeshore Garage & Shop,0,Square feet,70,2155004.379,kWh,128039.7434,Cubic meter,"320,816"
Lakeshore Substation,0,Square feet,168,155247.9257,kWh,0,Cubic meter,"5,589"
Lansdowne Substation,0,Square feet,168,1598516.35,kWh,0,Cubic meter,"57,547"
Lansdowne Subway Stn,0,Square feet,168,461011.8895,kWh,0,Cubic meter,"16,596"
Lawrence East Substation,0,Square feet,168,1108084.339,kWh,0,Cubic meter,"39,891"
Lawrence Substation,0,Square feet,168,6782854.865,kWh,0,Cubic meter,"244,183"
Lawrence Subway Stn,0,Square feet,168,3369673.096,kWh,0,Cubic meter,"121,308"
Leslie  Substation,0,Square feet,168,5822253.774,kWh,0,Cubic meter,"209,601"
Lippincott Substation,0,Square feet,168,1002201.389,kWh,0,Cubic meter,"36,079"
Long Branch Substation,0,Square feet,168,119029.7302,kWh,0,Cubic meter,"4,285"
Main Street Subway Stn,0,Square feet,168,714542.3178,kWh,0,Cubic meter,"25,724"
Malvern Garage & Shop,574125,Square feet,70,4514521.904,kWh,0,Cubic meter,"162,523"
McCowan Substation,0,Square feet,168,3344165.117,kWh,0,Cubic meter,"120,390"
Museum Subway Stn,0,Square feet,168,282868.6819,kWh,0,Cubic meter,"10,183"
North York Ctr Subway Stn,0,Square feet,168,604306.9235,kWh,0,Cubic meter,"21,755"
Oakvale Substation,0,Square feet,168,24029734.74,kWh,397529.8445,Cubic meter,"1,620,254"
Orde Substation,0,Square feet,168,5520388.067,kWh,0,Cubic meter,"198,734"
Osgoode Subway Stn,0,Square feet,168,404269.4127,kWh,0,Cubic meter,"14,554"
Ossington Substation,0,Square feet,168,1727239.924,kWh,0,Cubic meter,"62,181"
Ossington Subway Stn,0,Square feet,168,853185.4125,kWh,0,Cubic meter,"30,715"
Pape Subway Stn,0,Square feet,168,747403.0754,kWh,0,Cubic meter,"26,907"
Park Hill Substation,0,Square feet,168,4231679.644,kWh,0,Cubic meter,"152,340"
Pleasant Substation,0,Square feet,168,8500725.128,kWh,0,Cubic meter,"306,026"
Prince Edward Substation,0,Square feet,168,10123148.24,kWh,0,Cubic meter,"364,433"
Queen St W Subway Station,0,Square feet,168,592123.3295,kWh,0,Cubic meter,"21,316"
Queens Park Subway Stn,0,Square feet,168,449492.1871,kWh,0,Cubic meter,"16,182"
Queensway Garage & Shop,0,Square feet,70,2552553.527,kWh,332458.5706,Cubic meter,"723,460"
Richmond Substation,0,Square feet,168,16813080.05,kWh,0,Cubic meter,"605,271"
Roncesvalles Substation,0,Square feet,168,9970656.048,kWh,114557.6968,Cubic meter,"576,568"
Rosedale Subway Stn,0,Square feet,168,269653.2928,kWh,0,Cubic meter,"9,708"
Runnymede Rd Unit Loop,0,Square feet,168,12674.61387,kWh,0,Cubic meter,456
Runnymede Subway Stn,0,Square feet,168,482875.4968,kWh,0,Cubic meter,"17,384"
Russell Substation,0,Square feet,168,5142144.891,kWh,53700.96414,Cubic meter,"287,132"
Sheppard West Substation,0,Square feet,168,5801968.602,kWh,0,Cubic meter,"208,871"
Sheppard Yonge Substation,0,Square feet,168,7891167.653,kWh,0,Cubic meter,"284,082"
Sherbourne Subway Stn,0,Square feet,168,432542.4821,kWh,0,Cubic meter,"15,572"
Spadina North Subway Stn,0,Square feet,168,468307.9815,kWh,0,Cubic meter,"16,859"
Spadina Subway Stn,0,Square feet,168,901954.3561,kWh,0,Cubic meter,"32,470"
St Andrew Subway Stn,0,Square feet,168,321950.7444,kWh,0,Cubic meter,"11,590"
St Clair Subway Stn,0,Square feet,168,1024515.254,kWh,0,Cubic meter,"36,883"
St Clair West Subway Stn,0,Square feet,168,2292765.346,kWh,0,Cubic meter,"82,540"
St George Subway Stn,0,Square feet,168,1365376.19,kWh,0,Cubic meter,"49,154"
St Patrick Subway Stn,0,Square feet,168,380251.1859,kWh,0,Cubic meter,"13,689"
Sumach Substation,0,Square feet,168,1561064.843,kWh,0,Cubic meter,"56,198"
Summerhill Subway Stn,0,Square feet,168,267044.1856,kWh,0,Cubic meter,"9,614"
Town Centre Substation,0,Square feet,168,1752666.17,kWh,0,Cubic meter,"63,096"
Townsley Substation,0,Square feet,168,1280635.657,kWh,0,Cubic meter,"46,103"
Trinity Substation,0,Square feet,168,3173061.643,kWh,0,Cubic meter,"114,230"
TTC Various Locations,6,Square feet,168,31592.39147,kWh,0,Cubic meter,"1,308"
TTC Various Locations,6,Square feet,168,31592.39147,kWh,0,Cubic meter,"1,308"
Union Subway Stn,0,Square feet,168,1722712.046,kWh,0,Cubic meter,"62,018"
Victoria Park Subway Stn,0,Square feet,168,8453294.553,kWh,0,Cubic meter,"304,319"
Warden Substation,0,Square feet,168,7575005.044,kWh,0,Cubic meter,"272,700"
Warden Subway Stn,0,Square feet,168,42758.55273,kWh,0,Cubic meter,"1,539"
Wellesley St E Subway Stn,0,Square feet,168,467349.7141,kWh,0,Cubic meter,"16,825"
Wilson Subway Stn,0,Square feet,168,42185277.69,kWh,655442.3052,Cubic meter,"2,763,807"
Woodbine Subway Stn,0,Square feet,168,662883.8989,kWh,0,Cubic meter,"23,864"
York Mills Substation,0,Square feet,168,5702759.551,kWh,0,Cubic meter,"205,299"
Yorkdale Subway Stn,0,Square feet,168,632877.0638,kWh,0,Cubic meter,"22,784"
0 Parkside Dr Pole 140,1,Square feet,168,1817.868348,kWh,0,Cubic meter,65
101 Old Sheppard,1,Square feet,168,6098.599121,kWh,0,Cubic meter,220
1699 Lake Shore Blvd W,1,Square feet,168,10064.71509,kWh,0,Cubic meter,362
1739 Bayview,1,Square feet,168,911.421499,kWh,0,Cubic meter,33
279 Wilson Heights Blvd,1,Square feet,168,593.200951,kWh,0,Cubic meter,21
29 Old Mill Terr,1,Square feet,168,58888.813,kWh,0,Cubic meter,"2,120"
33A Riverwood Pky,1,Square feet,168,9982.986,kWh,0,Cubic meter,359
480 Mill Rd,1,Square feet,168,67555.44225,kWh,0,Cubic meter,"2,432"
8001 Finch,1,Square feet,168,3216.340902,kWh,0,Cubic meter,116
Bathurst St,1,Square feet,168,6573.210969,kWh,0,Cubic meter,237
BAYVIEW RESERVOIR CARD,1,Square feet,168,66759.15811,kWh,0,Cubic meter,"2,403"
Dufferin Reservoir,635,Square feet,168,182763.7242,kWh,0,Cubic meter,"6,579"
Edenbridge Sewage Blower,1,Square feet,168,10147.2268,kWh,0,Cubic meter,365
High Park - Lot Cytor,1,Square feet,168,29946.26689,kWh,0,Cubic meter,"1,078"
Riverwood Sewage Pumping Station,1,Square feet,168,24155.14454,kWh,0,Cubic meter,870
Rosehill Reservoir,2023,Square feet,168,71044.86966,kWh,0,Cubic meter,"2,558"
Rouge Water Tank & Valve House,2142,Square feet,168,192211.1553,kWh,0,Cubic meter,"6,920"
Spadina St Clair Reservoir,678,Square feet,168,233502.8863,kWh,0,Cubic meter,"8,406"
Steelcase Rd,1,Square feet,168,3578.605419,kWh,0,Cubic meter,129
TW Various Locations,7,Square feet,168,119088.294,kWh,0,Cubic meter,"4,287"
Unknown,6,Square feet,168,70262.4407,kWh,0,Cubic meter,"2,529"
Woodward & Highland,1,Square feet,168,4655.493763,kWh,0,Cubic meter,168
WPC Service Chambers,48,Square feet,168,391984.0768,kWh,0,Cubic meter,"14,111"
WS Service Chambers,3,Square feet,168,173582.7297,kWh,0,Cubic meter,"6,249"
Yonge & Eglinton Water Mtr 31,1,Square feet,168,4416.484958,kWh,0,Cubic meter,159
Armour Heights Pumping Station,5780,Square feet,168,3661969.253,kWh,0,Cubic meter,"131,831"
Bayview Pumping Station,#N/A,Square feet,#N/A,#N/A,#N/A,#N/A,Cubic meter,#N/A
Eglinton Pumping Station,10075,Square feet,168,6914382.053,kWh,0,Cubic meter,"248,918"
Ellesmere Pumping Station,6243,Square feet,168,23157791.9,kWh,0,Cubic meter,"833,681"
High Level Pumping Station,46403,Square feet,168,10271604.86,kWh,0,Cubic meter,"369,778"
John Street Pumping Station,112773,Square feet,168,44075600.88,kWh,0,Cubic meter,"1,586,722"
Keele Pumping Station,2745,Square feet,168,7289305.846,kWh,0,Cubic meter,"262,415"
Kennedy Pumping Station,5360,Square feet,168,3280162.149,kWh,0,Cubic meter,"118,086"
Lawrence Pumping Station,15629,Square feet,168,4565872.172,kWh,0,Cubic meter,"164,371"
Milliken Pumping Station,1,Square feet,168,4565773.805,kWh,0,Cubic meter,"164,368"
Parkdale Pumping Station,11227,Square feet,168,2821833.624,kWh,0,Cubic meter,"101,586"
Richview Pumping Station,2357,Square feet,168,13894846.01,kWh,0,Cubic meter,"500,214"
Rosehill Pumping Station,1550,Square feet,168,10868367.2,kWh,0,Cubic meter,"391,261"
Scarborough Pumping Station,9160,Square feet,168,5473512.017,kWh,0,Cubic meter,"197,046"
St. Albans Pumping Station,3240,Square feet,168,4440235.144,kWh,0,Cubic meter,"159,848"
Thornhill Pumping Station,1550,Square feet,168,189373.4001,kWh,0,Cubic meter,"6,817"
W.H. Johnston Pumping Station,1744,Square feet,168,2202779.975,kWh,0,Cubic meter,"79,300"
West Toronto Pumping Station,7739,Square feet,168,4454902.978,kWh,0,Cubic meter,"160,377"
F.J. Horgan Filtration Plant,325447,Square feet,168,39659854.37,kWh,250713.7364,Cubic meter,"1,904,033"
Island Filtration Plant,64196,Square feet,168,7770374.279,kWh,30048.6585,Cubic meter,"336,817"
R.C. Harris Filtration Plant,115368,Square feet,168,45890654.95,kWh,43380.56405,Cubic meter,"1,734,473"
R.L. Clark Filtration Plant,401612,Square feet,168,54850774.51,kWh,62882.01395,Cubic meter,"2,094,084"
