Operation Name,Total Floor Area,,Avg hrs/wk,Electricity,,Natural Gas,,"GHG Emissions
(Kg)"
Toryork Office,42625,Square feet,168,679969.6098,kWh,109679.893,Cubic meter,"235,557"
Allan Gardens,25177,Square feet,168,214202.7192,kWh,166842.6354,Cubic meter,"325,517"
Centennial Greenhouse,29170,Square feet,168,274793.9389,kWh,213361.0916,Cubic meter,"416,312"
Cloud Gardens,6243,Square feet,168,171801.8342,kWh,0,Cubic meter,"51,802"
High Park Greenhouses,60386,Square feet,168,578809.4996,kWh,506097.601,Cubic meter,"984,581"
Riverlea Greenhouse,17018,Square feet,168,97700.79481,kWh,90367.49928,Cubic meter,"175,578"
Rockcliffe GreenHouse,12271,Square feet,168,85149.3712,kWh,89641.00125,Cubic meter,"173,696"
Agincourt Arena and R.C,93398,Square feet,100,2141347.455,kWh,357763.6933,Cubic meter,"765,294"
Antibes Park,18492,Square feet,100,392585.5069,kWh,64760.71688,Cubic meter,"138,729"
Beaches R.C,14445,Square feet,100,161322.8378,kWh,0,Cubic meter,"6,453"
Bennington Heights Clubhouse,1432,Square feet,100,4355.063121,kWh,2235.750909,Cubic meter,"4,421"
Broadlands R.C & A.I.R,10667,Square feet,100,368526.3072,kWh,22250.47606,Cubic meter,"57,010"
Centennial R.C (Ice Galaxy),102376,Square feet,100,2364592.973,kWh,256319.7652,Cubic meter,"581,512"
Davisville Park/Tennis,2777,Square feet,100,36303.06774,kWh,6617.918182,Cubic meter,"14,024"
Dovercourt B&G Club,23971,Square feet,100,114732.509,kWh,0,Cubic meter,"4,589"
East York Clubhouse,1001,Square feet,100,14697.13273,kWh,2452.829034,Cubic meter,"5,248"
East York Curling Club House,17868,Square feet,100,330393.0636,kWh,44503.14363,Cubic meter,"97,758"
Etobicoke Olympium,139995,Square feet,100,2506567.087,kWh,548030.7727,Cubic meter,"1,141,351"
Fairfield Senior Centre,14316,Square feet,100,78740.24673,kWh,33809.84298,Cubic meter,"67,378"
Flemingdon RC & Pool,34348,Square feet,100,728492.0689,kWh,76262.60402,Cubic meter,"174,015"
George Webster Clubhouse,1302,Square feet,100,6705.048908,kWh,0,Cubic meter,268
Gord & Irene Risk Arena & R.C,44304,Square feet,100,737833.5807,kWh,80523.17269,Cubic meter,"182,482"
Goulding Arena & R.C,43540,Square feet,100,707248.4656,kWh,85886.07343,Cubic meter,"191,447"
Grandravine Arena & R.C,33637,Square feet,100,634993.1238,kWh,82534.0745,Cubic meter,"182,189"
Horner Avenue Senior Centre,4252,Square feet,100,25342.57917,kWh,4835.092623,Cubic meter,"10,199"
Islington Senior Centre,9967,Square feet,100,112515.6187,kWh,8348.069697,Cubic meter,"20,359"
Jimmie Simpson R.C,43906,Square feet,100,1095405.321,kWh,205192.9042,Cubic meter,"433,619"
John Booth Arena & R.C,27007,Square feet,100,444853.4524,kWh,43665.24907,Cubic meter,"100,745"
Joseph J. Piccininni R.C,70030,Square feet,100,1117362.288,kWh,170006.07,Cubic meter,"367,653"
L'Amoreaux C.C,25995,Square feet,100,439474.4924,kWh,0,Cubic meter,"17,579"
L'Amoreaux Park Yard,1690,Square feet,100,52719.30219,kWh,0,Cubic meter,"2,109"
L'Amoreaux Sports and Tennis,56253,Square feet,100,1069328.716,kWh,117272.8642,Cubic meter,"265,555"
Malvern R.C,106466,Square feet,100,2533329.983,kWh,201421.4619,Cubic meter,"483,972"
Markdale Rec & Daycare,1829,Square feet,100,5210.725577,kWh,4553,Cubic meter,"8,858"
Matty Eckler R.C,47383,Square feet,100,550506.9758,kWh,118031.7856,Cubic meter,"246,244"
McCormick R.C,43099,Square feet,100,1056331.176,kWh,156606.7856,Cubic meter,"339,758"
Milliken Park Rec Center,17631,Square feet,100,321597.0911,kWh,60327.86839,Cubic meter,"127,468"
Oriole Arena & R.C,64347,Square feet,100,1144864.612,kWh,56942.23826,Cubic meter,"153,967"
Pelmo Park Tennis,2573,Square feet,100,100163.8049,kWh,9005.20455,Cubic meter,"21,114"
Pleasantview Arena & R.C,30559,Square feet,100,669516.0912,kWh,116826.2059,Cubic meter,"248,714"
Regent Park Aquatic Centre,30505,Square feet,100,1077114.879,kWh,24383.20338,Cubic meter,"89,405"
Roding Arena & R.C,30494,Square feet,100,618094.284,kWh,31346.13776,Cubic meter,"84,272"
St Albans Boys Club,23293,Square feet,100,293723.1836,kWh,78792.21485,Cubic meter,"161,430"
Stan Wadlow Clubhouse,10323,Square feet,100,81505.725,kWh,30262.25046,Cubic meter,"60,749"
Todmorden Mills Butler Building,17707,Square feet,100,335376.8625,kWh,21314.64516,Cubic meter,"53,906"
Topham Park Clubhouse,3283,Square feet,100,24199.58301,kWh,6624.748387,Cubic meter,"13,553"
Trace Manes Clubhouse,6329,Square feet,100,84937.14394,kWh,18918.24382,Cubic meter,"39,336"
Trinity Comm Rec Ctr,36909,Square feet,100,628900.0412,kWh,209104.846,Cubic meter,"422,390"
University Settlement House R.C,47566,Square feet,100,601751.9251,kWh,126596.7835,Cubic meter,"264,565"
W Acres Senior Ctr,4994,Square feet,100,28462.27732,kWh,7010.751835,Cubic meter,"14,457"
Whitlam Warehouse,24865,Square feet,100,49540.67025,kWh,35039.24551,Cubic meter,"68,545"
Willowdale Lawn Bowling,2293,Square feet,100,52044.76091,kWh,11393.31788,Cubic meter,"23,726"
Albion Arena,32658,Square feet,100,389542.0706,kWh,44251.73991,Cubic meter,"99,646"
Amesbury Arena,26942,Square feet,100,815010.4961,kWh,97981.67733,Cubic meter,"218,735"
Baycrest Arena,27060,Square feet,100,413634.9675,kWh,60558.31481,Cubic meter,"131,587"
Bayview Arena,28417,Square feet,100,379363.7278,kWh,51546.04641,Cubic meter,"113,096"
Central Arena,32001,Square feet,100,1554326.549,kWh,202420.7358,Cubic meter,"446,710"
Chris Tonks Arena,23638,Square feet,100,521643.0794,kWh,53723.82151,Cubic meter,"122,924"
Cummer Arena,34348,Square feet,100,1491895.492,kWh,197102.8036,Cubic meter,"434,110"
Don MilIs Arena,27857,Square feet,100,532795.4464,kWh,64553.28866,Cubic meter,"143,943"
Downsview Arena,34218,Square feet,100,672507.9162,kWh,64862.44911,Cubic meter,"150,119"
East York Arena,30257,Square feet,100,864049.5518,kWh,72997.17417,Cubic meter,"173,234"
Etobicoke Centennial Arena,72050,Square feet,100,1481887.126,kWh,61126.02495,Cubic meter,"175,396"
Fenside Arena,26307,Square feet,100,384340.255,kWh,51410.95455,Cubic meter,"113,038"
Flemingdon Arena,25640,Square feet,100,440580.4708,kWh,25467.36364,Cubic meter,"66,003"
Forest Hill Memorial Arena,40666,Square feet,100,1168520.226,kWh,0,Cubic meter,"46,741"
George Bell Arena,41786,Square feet,100,698892.7733,kWh,0,Cubic meter,"27,956"
Habitant Arena,26307,Square feet,100,355181.4848,kWh,60105.99711,Cubic meter,"128,390"
Herbert Carnegie Centennial Arena,42270,Square feet,100,852791.9953,kWh,137210.7775,Cubic meter,"294,770"
Lambton Park Arena,24854,Square feet,100,498311.8708,kWh,23495.84791,Cubic meter,"64,567"
Long Branch Arena,25629,Square feet,100,398481.6333,kWh,40318.32378,Cubic meter,"92,532"
Mimico Arena,35607,Square feet,100,505880.3228,kWh,41157.96963,Cubic meter,"98,423"
Mitchell Field Arena,30182,Square feet,100,897078.875,kWh,64406.58311,Cubic meter,"158,236"
Moss Park Arena,22335,Square feet,100,895681.2785,kWh,0,Cubic meter,"35,827"
Phil White Arena,25941,Square feet,100,881721.6397,kWh,21879.07586,Cubic meter,"76,832"
Pine Point Arena,32001,Square feet,100,454190.8714,kWh,29735.56705,Cubic meter,"74,656"
Scarborough Arena Gardens,38320,Square feet,100,682087.8936,kWh,56054.05125,Cubic meter,"133,769"
Victoria Village Arena,33637,Square feet,100,733110.5512,kWh,70960.71321,Cubic meter,"164,128"
York Mills Arena,23573,Square feet,100,518489.966,kWh,34956.32863,Cubic meter,"87,146"
Albion Comm Ctr & Pool,20688,Square feet,100,411530.8062,kWh,160699.9511,Cubic meter,"321,741"
Douglas Snow Aquatic Center,40666,Square feet,100,738764.749,kWh,185671.8508,Cubic meter,"382,270"
Gus Ryder Pool and Health Club,21097,Square feet,100,776641.4383,kWh,130144.1445,Cubic meter,"278,299"
Harrison Pool,15263,Square feet,100,238237.2991,kWh,97616.18966,Cubic meter,"194,970"
John Innes Community Recreation Centre,28055,Square feet,100,93199.5085,kWh,0,Cubic meter,"3,728"
Norseman Community School and Pool,19052,Square feet,100,368529.7484,kWh,94024.75367,Cubic meter,"193,359"
S.H Armstrong R.C,18277,Square feet,100,221590.4414,kWh,27933.26874,Cubic meter,"61,928"
The Elms Pool and Community School,13885,Square feet,100,451451.4992,kWh,77668.27515,Cubic meter,"165,604"
Wallace-Emerson C.C,51882,Square feet,100,990708.488,kWh,121635.7988,Cubic meter,"270,699"
Dee Avenue Lab,14994,Square feet,70,1243577.964,kWh,55589.57801,Cubic meter,"155,346"
Beare Road Landfill,5942,Square feet,70,149547.3894,kWh,0,Cubic meter,"5,982"
Brock West Landfill,10764,Square feet,70,190700.8274,kWh,0,Cubic meter,"7,628"
Donlands Landfill,603,Square feet,70,39210.44815,kWh,0,Cubic meter,"1,568"
Keele Valley Landfill,10764,Square feet,70,2663916.512,kWh,0,Cubic meter,"106,557"
1 STRATHMORE BLVD,2383,Square feet,168,2400.257822,kWh,2338.821642,Cubic meter,"4,539"
100 Rosedale Valley,2691,Square feet,100,6591.414903,kWh,0,Cubic meter,264
111 KING ST E,8775,Square feet,70,19245.05333,kWh,334.666668,Cubic meter,"1,406"
113 Spadina Rd,2982,Square feet,100,38009.99959,kWh,186.8,Cubic meter,"1,875"
134 Spadina Rd,3369,Square feet,100,18481.82021,kWh,9388.382451,Cubic meter,"18,574"
136 Spadina Rd,2626,Square feet,100,5283.209303,kWh,0,Cubic meter,211
161 Spadina Rd,3651,Square feet,100,3100.939118,kWh,13134.23875,Cubic meter,"25,075"
17MILL,2000,Square feet,100,2937.429334,kWh,2648.251097,Cubic meter,"5,148"
1845 Kingston Rd,2400,Square feet,100,298.762382,kWh,0,Cubic meter,12
205 Spadina Rd,3247,Square feet,168,9166.878663,kWh,0,Cubic meter,367
235 DANFORTH,18444,Square feet,100,61447.7279,kWh,0,Cubic meter,"2,458"
2930 ISLINGTON AVE,750,Square feet,168,6969.412909,kWh,1292.764706,Cubic meter,"2,735"
3 STRATHMORE BLVD,1328,Square feet,168,1442.240764,kWh,2480.93943,Cubic meter,"4,771"
302 Horner Ave,5000,Square feet,168,1936.336149,kWh,3823.333333,Cubic meter,"7,341"
388 EVANS AVE,7500,Square feet,168,6368.596,kWh,10777.77133,Cubic meter,"20,729"
40 Russell Hill Rd,3735,Square feet,100,11819.46668,kWh,5776.861552,Cubic meter,"11,447"
43 Edwin Ave,1074,Square feet,168,552.151494,kWh,0,Cubic meter,22
50 Wabash,2992,Square feet,100,15631.03753,kWh,4356.842007,Cubic meter,"8,902"
567 ARLINGTON,1066,Square feet,100,22.578534,kWh,0,Cubic meter,1
73 Spadina,2548,Square feet,168,2122.107675,kWh,4572.156667,Cubic meter,"8,771"
Spadina Rd 35,3552,Square feet,100,16946.75151,kWh,2785.60775,Cubic meter,"5,970"
Bendale Acres,210327,Square feet,168,3381318.568,kWh,546594.8262,Cubic meter,"1,173,613"
Carefree Lodge,67490,Square feet,168,1251597.415,kWh,106014.08,Cubic meter,"251,458"
Castleview Wychwood Towers,294447,Square feet,168,5730762.311,kWh,233177.192,Cubic meter,"672,195"
Cummer Lodge,243200,Square feet,168,4564828.702,kWh,634985.8025,Cubic meter,"1,388,869"
Fudger House,118995,Square feet,168,1898266.782,kWh,343118.1564,Cubic meter,"727,749"
Kipling Acres,184590,Square feet,168,4345092.556,kWh,538124.4617,Cubic meter,"1,196,073"
Lakeshore Lodge,88964,Square feet,168,1571162.392,kWh,198486.0087,Cubic meter,"439,908"
Seven Oaks,133311,Square feet,168,2586009.431,kWh,418057.7294,Cubic meter,"897,620"
True Davidson Acres,130082,Square feet,168,2546705.005,kWh,390976.9604,Cubic meter,"844,603"
Wesburn Manor,150867,Square feet,168,2033886.185,kWh,400653.8071,Cubic meter,"842,473"
10 Daventry Rd,1,Square feet,100,202.971342,kWh,0,Cubic meter,8
111 St Andrews Rd,1,Square feet,100,220.73546,kWh,0,Cubic meter,9
119 Annette Park Lighting,3,Square feet,100,897.103266,kWh,0,Cubic meter,36
1231 Queen St W,2,Square feet,100,2130.56543,kWh,0,Cubic meter,85
139 Marcos Blvd,1,Square feet,100,202.181577,kWh,0,Cubic meter,8
144 Balsam Ave,1,Square feet,168,3230.54035,kWh,0,Cubic meter,129
170 Sumach Park,1,Square feet,100,3696.076548,kWh,0,Cubic meter,148
18 Applebaum,1,Square feet,100,2695.519906,kWh,0,Cubic meter,108
180 Roxborough,1,Square feet,100,1091.568027,kWh,0,Cubic meter,44
200 Mount Olive Dr,1,Square feet,100,6785.900002,kWh,0,Cubic meter,271
266 Besborough,1,Square feet,100,52.908,kWh,0,Cubic meter,2
295 Unwin Ave,1,Square feet,100,16170.25095,kWh,0,Cubic meter,647
3001 McCowan Rd,1,Square feet,100,214.561762,kWh,0,Cubic meter,9
3045 Brimley Rd,1,Square feet,100,186.176825,kWh,0,Cubic meter,7
3079 Kennedy Rd,1,Square feet,100,228.630188,kWh,0,Cubic meter,9
3084 Weston Rd,1,Square feet,100,46611.34982,kWh,0,Cubic meter,"1,864"
330 University Ave Fountain,1,Square feet,100,79301.72187,kWh,0,Cubic meter,"3,172"
34 Park  Home Ave - Lighting,1,Square feet,100,4.149,kWh,0,Cubic meter,0
3601 Eglinton Ave W,1,Square feet,100,40276.88326,kWh,0,Cubic meter,"1,611"
4005 Eglinton Ave W,1,Square feet,168,26769.7004,kWh,0,Cubic meter,"1,071"
407 Fairlawn,1,Square feet,100,251.984574,kWh,0,Cubic meter,10
45 Dunfield Ave,1,Square feet,100,148.431242,kWh,0,Cubic meter,6
5063 Yonge St Unit Underg,1,Square feet,100,22.4775,kWh,0,Cubic meter,1
51 Benshire Dr,1,Square feet,100,159.138059,kWh,0,Cubic meter,6
51 Dockside Dr,1,Square feet,100,43122.3259,kWh,0,Cubic meter,"1,725"
5184 Yonge St Unit Undrg,1,Square feet,100,67.583168,kWh,0,Cubic meter,3
519 Church Park,1,Square feet,168,30063.46289,kWh,0,Cubic meter,"1,203"
5575 Yonge St,1,Square feet,100,2907.89593,kWh,0,Cubic meter,116
71 Ellis Park Rd,1,Square feet,168,3635.741059,kWh,0,Cubic meter,145
734 Middlefield Rd,1,Square feet,100,214.550368,kWh,0,Cubic meter,9
751 Brimorton Dr,1,Square feet,100,178.255507,kWh,0,Cubic meter,7
77 Whitbread,1,Square feet,100,1423.273462,kWh,0,Cubic meter,57
8 Barkwin Dr,1,Square feet,168,3474.074471,kWh,0,Cubic meter,139
873 Brimley Rd,1,Square feet,100,207.406528,kWh,0,Cubic meter,8
924 Markham Rd,1,Square feet,100,187.043389,kWh,0,Cubic meter,7
946 Scarborough Golf Club Rd,1,Square feet,100,203.890339,kWh,0,Cubic meter,8
Abbotsford Park,122331,Square feet,100,2571.897035,kWh,0,Cubic meter,103
Adams Park,1703840,Square feet,100,133803.3864,kWh,0,Cubic meter,"5,352"
Albert Standing Park,52958,Square feet,100,19995.07828,kWh,0,Cubic meter,800
Albion Gardens,630151,Square feet,100,3159.480454,kWh,0,Cubic meter,126
Aldwych Park,4,Square feet,100,35758.3439,kWh,0,Cubic meter,"1,430"
Alex Duff Pool,11495,Square feet,100,514801.0292,kWh,36099.27273,Cubic meter,"89,169"
Alexander Muir Park Gardens,189595,Square feet,100,28847.51043,kWh,4015.556426,Cubic meter,"8,782"
Alexandra Park,22873,Square feet,100,449176.1284,kWh,26044.20983,Cubic meter,"67,443"
Allan A Lamport Stadium,16297,Square feet,100,752663.1622,kWh,240029.1072,Cubic meter,"486,087"
Amesbury Park,1301959,Square feet,100,23690.28731,kWh,0,Cubic meter,948
Amos Waites Park,1356,Square feet,100,45265.56994,kWh,12136.63636,Cubic meter,"24,866"
Anniversary Park,7879,Square feet,100,3468.423908,kWh,0,Cubic meter,139
Anthony Road School Park,1,Square feet,100,967.855971,kWh,0,Cubic meter,39
Art Eggleton Park,95766,Square feet,100,8805.047659,kWh,0,Cubic meter,352
Ashbridges Bay Park,721,Square feet,100,55558.27883,kWh,0,Cubic meter,"2,222"
Ashtonbee Reservoir Park,994886,Square feet,100,3510.798575,kWh,0,Cubic meter,140
Avondale Park,98360,Square feet,100,3568.476213,kWh,0,Cubic meter,143
Avonshire Park,37673,Square feet,100,5140.564177,kWh,0,Cubic meter,206
Avonshire Parkette,4520,Square feet,100,632.507312,kWh,0,Cubic meter,25
Baird Park W.Pool,1970,Square feet,100,13909.36626,kWh,6490.065625,Cubic meter,"12,885"
Balmoral Park Tennis,154010,Square feet,100,14636.49299,kWh,0,Cubic meter,585
Barbara Hall Park,77144,Square feet,100,4544.683091,kWh,0,Cubic meter,182
Bathurst-Wilson Parkette,36898,Square feet,100,362.682599,kWh,0,Cubic meter,15
Beaches Park Wading Pool,1561725,Square feet,100,1.036,kWh,0,Cubic meter,0
Beaty Ave Parkette,1,Square feet,100,2272.339922,kWh,0,Cubic meter,91
Beaty Parkette,2,Square feet,100,6362.549648,kWh,0,Cubic meter,255
Beaumonde Heights Park,553318,Square feet,100,811.098824,kWh,0,Cubic meter,32
Bellbury A.I.R,2303,Square feet,100,51897.088,kWh,0,Cubic meter,"2,076"
Belmar Park,42678,Square feet,100,63.291,kWh,0,Cubic meter,3
Ben Nobleman,61343,Square feet,100,4080.138013,kWh,0,Cubic meter,163
Berczy Park,38814,Square feet,100,59808.75055,kWh,0,Cubic meter,"2,392"
Beresford Park,183,Square feet,100,13988.09058,kWh,0,Cubic meter,560
Bestview Park,388803,Square feet,100,8680.095549,kWh,0,Cubic meter,347
Birchmount Stadium,15629,Square feet,100,127311.6558,kWh,0,Cubic meter,"5,092"
Birunthan Park,328105,Square feet,100,6495.492699,kWh,0,Cubic meter,260
Blantyre Pool,1819,Square feet,100,64317.13538,kWh,9161,Cubic meter,"19,976"
Bloordale Park,1,Square feet,100,78431.6604,kWh,0,Cubic meter,"3,137"
Bluehaven Park,249916,Square feet,100,22597.26554,kWh,0,Cubic meter,904
Bluffers Park,5253,Square feet,100,2690518.063,kWh,0,Cubic meter,"107,621"
Bond Park Baseball,1625,Square feet,100,477997.8179,kWh,0,Cubic meter,"19,120"
Borough of North York Park,37200,Square feet,100,39215.17038,kWh,850.723743,Cubic meter,"3,185"
Botanyhill Park,275157,Square feet,100,6177.722175,kWh,0,Cubic meter,247
Briar Crest Park,164246,Square feet,100,3371.019424,kWh,0,Cubic meter,135
Bridlewood Park,2433,Square feet,100,16223.18118,kWh,0,Cubic meter,649
Brookdale Park,1,Square feet,100,490.306147,kWh,0,Cubic meter,20
Burrows Hall Park,1050051,Square feet,100,9910.514,kWh,0,Cubic meter,396
Buttonwood Rink,469629,Square feet,100,159111.215,kWh,0,Cubic meter,"6,364"
Caledonia Park Baseball,1765,Square feet,100,9661.055129,kWh,0,Cubic meter,386
Campbell Ave Playground,1453,Square feet,100,205673.8343,kWh,0,Cubic meter,"8,227"
Canoe Landing Park,334264,Square feet,100,77265.84552,kWh,0,Cubic meter,"3,091"
Carlton Park,506,Square feet,100,7278.60921,kWh,0,Cubic meter,291
Carr St Parkette,194,Square feet,100,21.630001,kWh,0,Cubic meter,1
Cassandra Park,861,Square feet,100,138468.9548,kWh,0,Cubic meter,"5,539"
Cassels Ave Playground,183,Square feet,100,1363.401353,kWh,0,Cubic meter,55
Cathedral Square Park,958095,Square feet,100,5053.624449,kWh,0,Cubic meter,202
Cawthra Playground,183,Square feet,100,36.877682,kWh,0,Cubic meter,1
Centennial Park,23073615,Square feet,168,125123.6782,kWh,0,Cubic meter,"5,005"
Centennial Ski Chalet,7621,Square feet,100,188774.7005,kWh,0,Cubic meter,"7,551"
Centennial Ski Hill,6996,Square feet,100,239907.4317,kWh,0,Cubic meter,"9,596"
Centre Island Buildings,11926,Square feet,100,336540.294,kWh,0,Cubic meter,"13,462"
Chaplin Parkette,14778,Square feet,100,23781.76822,kWh,0,Cubic meter,951
Charlotte Maher Park,65627,Square feet,100,116.230384,kWh,0,Cubic meter,5
Charlottetown Park,433268,Square feet,100,2144.713,kWh,0,Cubic meter,86
Chelsea Avenue Playground,16974,Square feet,100,45.269364,kWh,0,Cubic meter,2
Christie Pits,29536,Square feet,100,23361.53489,kWh,12121.14941,Cubic meter,"23,961"
City Hall Nathan Phillips Sqr,3606,Square feet,100,622339.1884,kWh,0,Cubic meter,"178,276"
Clanton Park Baseball,3025,Square feet,100,29033.54937,kWh,0,Cubic meter,"1,161"
Clarence Square,1,Square feet,100,3838.993622,kWh,0,Cubic meter,154
Close Avenue Parkette,1,Square feet,100,13634.05992,kWh,0,Cubic meter,545
Cloverdale Park,191113,Square feet,100,3375.04425,kWh,0,Cubic meter,135
Clydesdale Park Tennis,2185,Square feet,100,50284.97931,kWh,0,Cubic meter,"2,011"
Coleman Park,226,Square feet,100,1295.853382,kWh,0,Cubic meter,52
College Park,1,Square feet,100,3635.740942,kWh,0,Cubic meter,145
College Street Park,1,Square feet,100,1817.867972,kWh,0,Cubic meter,73
Colonel Danforth Park,2723,Square feet,100,12830.61831,kWh,0,Cubic meter,513
Colonel Samuel Smith Park,4947814,Square feet,100,47195.31396,kWh,32288.58328,Cubic meter,"63,226"
Columbus Parkette,226,Square feet,100,5424.4449,kWh,0,Cubic meter,217
Connorvale Park,558776,Square feet,100,38082.34628,kWh,0,Cubic meter,"1,523"
Coronation Park,8105,Square feet,100,288794.1616,kWh,0,Cubic meter,"11,552"
Corvette Park,268311,Square feet,100,50.833,kWh,0,Cubic meter,2
Cosburn Ave Unit Haldo,1,Square feet,100,52650.14381,kWh,0,Cubic meter,"2,106"
Cosburn Park,110093,Square feet,100,30406.78183,kWh,0,Cubic meter,"1,216"
Craigleigh Gardens,369826,Square feet,100,15070.61105,kWh,0,Cubic meter,603
Cresthaven Park Tennis,1916,Square feet,100,59899.77417,kWh,0,Cubic meter,"2,396"
Cumberland St Parkette,8611,Square feet,100,151240.576,kWh,0,Cubic meter,"6,050"
Dallington Park 32 Glentworth,173040,Square feet,100,2562.46468,kWh,0,Cubic meter,102
Danforth Avenue Parkettle,29191,Square feet,100,2821.09027,kWh,0,Cubic meter,113
David A. Balfour Park,2288708,Square feet,100,13488.40649,kWh,3774.044594,Cubic meter,"7,709"
David Crombie Park,3,Square feet,168,3063.856914,kWh,0,Cubic meter,123
De Grassi St Park,1,Square feet,100,1363.400617,kWh,0,Cubic meter,55
Dell Park,61795,Square feet,100,3315.652941,kWh,0,Cubic meter,133
Dentonia Park Ave Unit F,1,Square feet,100,6191.929277,kWh,0,Cubic meter,248
Dentonia Park Clubhouse,3165,Square feet,100,12739.21355,kWh,5496.954839,Cubic meter,"10,952"
Dentonia Park Golf Course,9214,Square feet,100,73675.13129,kWh,34793.37742,Cubic meter,"69,044"
Derrydowns Park,743,Square feet,100,5185.773064,kWh,0,Cubic meter,207
Dieppe Park Baseball Clubhouse,2508,Square feet,100,6433.119,kWh,2609.276,Cubic meter,"5,214"
Dieppe Park Ice Rink,3498,Square feet,100,403285.421,kWh,9233.460486,Cubic meter,"33,672"
Dixon Rink,217678,Square feet,100,6263.391783,kWh,0,Cubic meter,251
Don Valley Gc Service Bldg,3574,Square feet,100,28251.89528,kWh,8877.0925,Cubic meter,"17,994"
Don Valley Golf Course,8245,Square feet,100,86485.93404,kWh,25548.20198,Cubic meter,"51,993"
Don Valley Parks,2906,Square feet,100,908.93132,kWh,0,Cubic meter,36
Donald Summerville Olympic Pool,27050,Square feet,100,309162.0049,kWh,61199.56841,Cubic meter,"128,627"
Downsview Dells,1270,Square feet,100,18475.9264,kWh,0,Cubic meter,739
Dufferin Grove Park,4682,Square feet,100,352506.9434,kWh,13896.40355,Cubic meter,"40,499"
Dufferin King Park,18556,Square feet,100,3823.094029,kWh,0,Cubic meter,153
Duncan Creek,2599979,Square feet,100,11126.01022,kWh,0,Cubic meter,445
Dundas St Clarens Parkette,1,Square feet,100,908.931569,kWh,0,Cubic meter,36
Dundas St Parkette,1,Square feet,100,2726.807137,kWh,0,Cubic meter,109
Dunlace Park Tennis,646,Square feet,100,14414.82676,kWh,0,Cubic meter,577
Dunn Avenue Parkette,1,Square feet,168,1821.404124,kWh,0,Cubic meter,73
E.T. Seton Park,13041187,Square feet,100,15996.05741,kWh,0,Cubic meter,640
Earl Bales Park,10409,Square feet,100,311874.2551,kWh,0,Cubic meter,"12,475"
Earl Bales Ski Tow,4101,Square feet,100,745718.4478,kWh,0,Cubic meter,"29,829"
Earls Bales Park Flame,1,Square feet,100,0,0,5034,Cubic meter,"9,563"
Earlscourt Park,9515,Square feet,100,218866.7931,kWh,282.483871,Cubic meter,"9,291"
East Don Parkland,1141,Square feet,100,23708.87175,kWh,0,Cubic meter,948
East Lynn Park,108091,Square feet,100,2071.444658,kWh,0,Cubic meter,83
East Point Park,6523,Square feet,100,160223.598,kWh,13392.69115,Cubic meter,"31,851"
East Toronto Athletic Fieldhouse,538,Square feet,100,24462.69655,kWh,0,Cubic meter,979
Eglinton Flats Sport Pavilions,5683,Square feet,100,519425.4603,kWh,13382.65746,Cubic meter,"46,200"
Elizabeth Simcoe Park,308913,Square feet,100,13914.58556,kWh,0,Cubic meter,557
Ellerslie Park,1,Square feet,100,5209.421394,kWh,0,Cubic meter,208
Elmcrest Park,462901,Square feet,100,38104.57314,kWh,0,Cubic meter,"1,524"
Eringate Pool (outdoor),1098,Square feet,100,36822.81558,kWh,11505,Cubic meter,"23,329"
Erwin Krickhan Park,46532,Square feet,100,5139.655606,kWh,0,Cubic meter,206
Esther Shiner Stadium,9365,Square feet,100,387183.5297,kWh,0,Cubic meter,"15,487"
Etienne Brule Park Wr,441,Square feet,100,21307.0851,kWh,0,Cubic meter,852
Etobicoke Valley Park,2115625,Square feet,100,7225.569876,kWh,0,Cubic meter,289
Fairbank Park Pool,3264,Square feet,100,130553.034,kWh,30030,Cubic meter,"62,270"
Fairford Parkette,1,Square feet,100,3.781307,kWh,0,Cubic meter,0
Fairhaven Pool (outdoor),1195,Square feet,100,37379.40067,kWh,3626.065574,Cubic meter,"8,384"
Felstead Park,452,Square feet,100,3635.737026,kWh,0,Cubic meter,145
Firgrove Park,441008,Square feet,100,25313.1929,kWh,0,Cubic meter,"1,013"
Flagstaff Pool (outdoor htd),1098,Square feet,100,33899.40631,kWh,9655,Cubic meter,"19,697"
Forest Manor Park,560649,Square feet,100,1041332.343,kWh,88923.83267,Cubic meter,"210,581"
Fountainhead A.I.R,1927,Square feet,100,47336.72303,kWh,6653.665947,Cubic meter,"14,533"
Frank Stollery Parkette,4919,Square feet,100,3144.442115,kWh,0,Cubic meter,126
Fred Hamilton Playground,177195,Square feet,100,16766.36046,kWh,0,Cubic meter,671
G. Ross Lord Park,6405,Square feet,100,6312.775712,kWh,0,Cubic meter,253
Galloway Park,1,Square feet,100,699.752767,kWh,0,Cubic meter,28
Gamble Park,31645,Square feet,100,5200.982365,kWh,0,Cubic meter,208
Gateway Park,19428,Square feet,168,4842.242385,kWh,0,Cubic meter,194
Geary Ave Parkette,114495,Square feet,100,2726.807475,kWh,0,Cubic meter,109
Geary Ave Parkette W.Pool,710,Square feet,100,3635.740937,kWh,0,Cubic meter,145
Gihon Spring Pool,1873,Square feet,100,62614.23629,kWh,2437.575757,Cubic meter,"7,135"
Giltspur Park,140113,Square feet,100,2873.175872,kWh,0,Cubic meter,115
Giovanni Caboto Pool/Rink,55400,Square feet,100,756763.2677,kWh,27346.65103,Cubic meter,"82,221"
Glamorgan Park,559195,Square feet,100,18728.90809,kWh,0,Cubic meter,749
